"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"RUUCUUS",197511,9999999.999999,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197512,9999999.999999,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197513,9999999.999999,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197601,0.605,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197602,0.6,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197603,0.594,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197604,0.592,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197605,0.6,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197606,0.616,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197607,0.623,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197608,0.628,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197609,0.63,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197610,0.629,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197611,0.629,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197612,0.626,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197613,0.614,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197701,0.627,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197702,0.637,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197703,0.643,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197704,0.651,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197705,0.659,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197706,0.665,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197707,0.667,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197708,0.667,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197709,0.666,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197710,0.665,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197711,0.664,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197712,0.665,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197713,0.656,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197801,0.648,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197802,0.647,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197803,0.647,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197804,0.649,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197805,0.655,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197806,0.663,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197807,0.674,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197808,0.682,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197809,0.688,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197810,0.69,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197811,0.695,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197812,0.705,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197813,0.67,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197901,0.716,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197902,0.73,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197903,0.755,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197904,0.802,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197905,0.844,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197906,0.901,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197907,0.949,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197908,0.988,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197909,1.02,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197910,1.028,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197911,1.041,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197912,1.065,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",197913,0.903,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198001,1.131,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198002,1.207,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198003,1.252,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198004,1.264,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198005,1.266,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198006,1.269,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198007,1.271,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198008,1.267,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198009,1.257,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198010,1.25,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198011,1.25,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198012,1.258,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198013,1.245,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198101,1.298,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198102,1.382,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198103,1.417,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198104,1.412,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198105,1.4,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198106,1.391,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198107,1.382,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198108,1.376,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198109,1.376,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198110,1.371,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198111,1.369,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198112,1.365,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198113,1.378,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198201,1.358,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198202,1.334,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198203,1.284,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198204,1.225,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198205,1.237,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198206,1.309,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198207,1.331,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198208,1.323,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198209,1.307,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198210,1.295,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198211,1.283,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198212,1.26,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198213,1.296,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198301,1.23,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198302,1.187,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198303,1.152,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198304,1.215,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198305,1.259,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198306,1.277,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198307,1.288,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198308,1.285,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198309,1.274,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198310,1.255,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198311,1.241,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198312,1.231,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198313,1.241,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198401,1.216,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198402,1.209,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198403,1.21,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198404,1.227,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198405,1.236,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198406,1.229,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198407,1.212,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198408,1.196,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198409,1.203,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198410,1.209,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198411,1.207,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198412,1.193,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198413,1.212,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198501,1.148,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198502,1.131,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198503,1.159,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198504,1.205,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198505,1.231,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198506,1.241,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198507,1.242,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198508,1.229,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198509,1.216,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198510,1.204,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198511,1.207,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198512,1.208,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198513,1.202,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198601,1.194,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198602,1.12,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198603,0.981,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198604,0.888,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198605,0.923,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198606,0.955,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198607,0.89,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198608,0.843,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198609,0.86,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198610,0.831,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198611,0.821,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198612,0.823,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198613,0.927,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198701,0.862,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198702,0.905,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198703,0.912,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198704,0.934,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198705,0.941,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198706,0.958,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198707,0.971,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198708,0.995,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198709,0.99,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198710,0.976,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198711,0.976,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198712,0.961,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198713,0.948,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198801,0.933,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198802,0.913,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198803,0.904,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198804,0.93,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198805,0.955,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198806,0.955,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198807,0.967,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198808,0.987,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198809,0.974,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198810,0.957,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198811,0.949,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198812,0.93,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198813,0.946,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198901,0.918,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198902,0.926,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198903,0.94,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198904,1.065,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198905,1.119,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198906,1.114,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198907,1.092,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198908,1.057,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198909,1.029,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198910,1.027,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198911,0.999,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198912,0.98,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",198913,1.021,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199001,1.042,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199002,1.037,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199003,1.023,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199004,1.044,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199005,1.061,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199006,1.088,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199007,1.084,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199008,1.19,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199009,1.294,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199010,1.378,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199011,1.377,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199012,1.354,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199013,1.164,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199101,1.247,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199102,1.143,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199103,1.082,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199104,1.104,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199105,1.156,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199106,1.16,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199107,1.127,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199108,1.14,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199109,1.143,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199110,1.122,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199111,1.134,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199112,1.123,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199113,1.14,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199201,1.073,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199202,1.054,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199203,1.058,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199204,1.079,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199205,1.136,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199206,1.179,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"RUUCUUS",199207,1.175,2,"Unleaded Regular Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
